trajectoryMain-x,trajectoryMain-y,trajectoryLeft-x,trajectoryLeft-y,trajectoryRight-x,trajectoryRight-y
0.16711543088882969,-0.006876550308464825,0.14168362560481484,-0.3158316008902541,0.19254723617284453,0.3020785002733244,
0.19736852636347677,-0.009592074734829377,0.16737732685106066,-0.31813790269529046,0.22735972587589287,0.2989537532256317,
0.2310252140295421,-0.013141900914306295,0.19599290725766078,-0.3211560848121275,0.2660575208014234,0.2948722829835149,
0.2682448531234482,-0.01771471532934632,0.22768417652595765,-0.32504976297922594,0.3088055297209388,0.2896203323205333,
0.3089920843987098,-0.023497998492294364,0.26244553656205977,-0.329983591766253,0.3555386322353598,0.28298759478166435,
0.3530379421794657,-0.030659067158199715,0.300112364294818,-0.33610772602835437,0.4059635200641134,0.27478959171195494,
0.40014682745765345,-0.03935787634935552,0.3405196612625084,-0.34356931770476634,0.45977399365279853,0.26485356500605534,
0.45007738267502195,-0.049741808656970976,0.3835021407206224,-0.3525086119209899,0.5166526246294215,0.25302499460704797,
0.5025839014839982,-0.06194077724722813,0.4288943357247472,-0.3630551208082963,0.5762734672432492,0.23917356631384007,
0.5574182368293484,-0.07606284038317354,0.4765307521156057,-0.37532395515868866,0.6383057215430912,0.22319827439234155,
0.6143321182286205,-0.0921905223855654,0.5262460996619489,-0.3894124148044651,0.7024181367952922,0.20503137003333427,
0.6730797415723417,-0.11037800794597681,0.5778756366269141,-0.40539695378088414,0.7682838465177694,0.18464093788893055,
0.7334204604761168,-0.13064932583708638,0.6312556549290559,-0.42333064144765153,0.8355852660231776,0.16203198977347877,
0.7951213929802992,-0.15299757103329673,0.6862241141539138,-0.44324123188432807,0.9040186718066845,0.1372460898177346,
0.8579597640069899,-0.17738514114164025,0.7426214060014751,-0.46512992940476705,0.9732981220125048,0.11035964712148652,
0.9217248310613849,-0.2037448949725801,0.8002912021239392,-0.4889708996830251,1.0431584599988306,0.08148110973786485,
0.9862192828200489,-0.23198208755451255,0.8590813142261289,-0.5147115287908497,1.113357251413969,0.05074735368182459,
1.0512600501032743,-0.26197690299643656,0.9188444813369667,-0.5422733837954206,1.1836756188695818,0.018319577802547504,
1.1166785184148302,-0.29358739602741535,0.979438997992428,-0.5715537861436109,1.2539180388372326,-0.015621005911219787,
1.1823201739620455,-0.32665266235606627,1.0407291078513285,-0.6024278787871855,1.3239112400727624,-0.050877445924947085,
1.2480437473524932,-0.36099608244294024,1.1025851073448663,-0.6347510532601504,1.3935023873601202,-0.08724111162573017,
1.313719938630105,-0.39642851624463293,1.1648831279799317,-0.6683616032264941,1.4625567492802785,-0.1244954292627718,
1.379229816009177,-0.4327513626477759,1.227504590628032,-0.7030834842741944,1.530955041390322,-0.16241924102135735,
1.4444629795636188,-0.4697594312963785,1.2903353460376457,-0.738729081226781,1.598590613089592,-0.20078978136597586,
1.5093965798227742,-0.5072907970291614,1.3533434237343862,-0.7751478717441168,1.6654497359111622,-0.2394337223142059,
1.5740919633361539,-0.5452314528989003,1.4165792326799633,-0.8122328380661508,1.7316046939923444,-0.2782300677316499,
1.6386119257765643,-0.5834697557684365,1.4800970013843553,-0.8498773734240364,1.7971268501687734,-0.3170621381128367,
1.7030202700866623,-0.6218958296629075,1.5439545154686576,-0.8879749263762808,1.862086024704667,-0.35581673294953403,
1.7673814140969795,-0.6604009338672142,1.608212839529062,-0.9264185364239197,1.926549988664897,-0.39438333131050873,
1.8317600296220329,-0.6988768101460329,1.6729360158762487,-0.9651002739084873,1.990584043367817,-0.4326533463835784,
1.8962206948784008,-0.7372150215071969,1.7381907278373316,-1.0039105961180228,2.05425066191947,-0.470519446896371,
1.9608275419705992,-0.77530629406941,1.8040459104591617,-1.042737631089984,2.1176091734820366,-0.5078749570488359,
2.025643881238369,-0.8130398739213067,1.8705722867468968,-1.081466401265145,2.1807154757298415,-0.5446133465774684,
2.0907317843469557,-0.8503029122935707,1.93784180291667,-1.1199780012028855,2.2436217657772413,-0.5806278233842558,
2.1561072689071894,-0.8869553311736834,2.005880624608701,-1.1581230935327358,2.3063339132056777,-0.615787568814631,
2.2217004295063734,-0.922811469190336,2.0746252909572327,-1.1957013803646979,2.368775568055514,-0.6499215580159741,
2.2873964476146735,-0.9576694651550419,2.1439626168640924,-1.2324907456196625,2.4308302783652547,-0.6828481846904213,
2.3530709643512826,-0.9913355730981629,2.2137652619807633,-1.2682722468830847,2.492376666721802,-0.714398899313241,
2.418588361931006,-1.023627137839038,2.283888986137286,-1.3028332949358727,2.5532877377247254,-0.7444209807422033,
2.4838003288114447,-1.0543757334345984,2.354170148640391,-1.335971217043303,2.6134305089824985,-0.772780249825894,
2.5485448010841973,-1.0834303942622452,2.4244236331795874,-1.3674971745763038,2.6726659689888073,-0.7993636139481866,
2.6126453689888893,-1.1106608330082874,2.4944413958040914,-1.3972403520310668,2.7308493421736872,-0.8240813139855081,
2.6759112230593587,-1.135960504760697,2.5639918295464814,-1.425052271083624,2.787830616572236,-0.8468687384377703,
2.7381376879581025,-1.1592493473050287,2.6328201088515586,-1.450811017507298,2.8434552670646465,-0.8676876771027595,
2.799107354005345,-1.1804760108429138,2.7006496162594,-1.4744251116715277,2.89756509175129,-0.8865269100142997,
2.858591769162781,-1.1996193912457374,2.76718446402866,-1.4958367178289702,2.9499990742969024,-0.9034020646625045,
2.9163536037234974,-1.2166893035566162,2.832113014092871,-1.51502388596148,3.000594193354124,-0.9183547211517524,
2.9721491533038416,-1.2317261768931094,2.895112186568639,-1.532001560093663,3.049186120039044,-0.9314507936925558,
3.0257310110339515,-1.24479971419869,2.955852250302214,-1.546821168401196,3.0956097717656887,-0.9427782599961837,
3.0768507233238536,-1.2560065322580805,3.0140017276579467,-1.559568723157716,3.1396997189897604,-0.9524443413584449,
3.125261248920559,-1.2654668684787258,3.069232033353008,-1.5703614847035534,3.18129046448811,-0.9605722522538982,
3.1707190669844536,-1.273320500203494,3.1212215059898014,-1.579343361205055,3.220216627979106,-0.967297639201933,
3.2129858222861056,-1.2797220613559623,3.169658573208622,-1.5866793051007186,3.2563130713635893,-0.972764817611206,
3.2518294465305604,-1.284835955573759,3.214243899818475,-1.5925490145724854,3.2894149932426457,-0.9771228965750326,
3.2871255725288653,-1.2888416265551697,3.2548074157986964,-1.5971524060384117,3.319443729259034,-0.9805308470719277,
3.3189441617117996,-1.2919281053043776,3.2914084649625126,-1.600702756797228,3.3464798584610866,-0.9831534538115271,
3.3474487663723638,-1.294270084586036,3.3242198209959923,-1.6033985628870517,3.370677711748735,-0.9851416062850202,
3.3728094964625246,-1.296017346530049,3.3534265024249943,-1.6054107846345782,3.392192490500055,-0.98662390842552,
3.395201511085041,-1.2972966160980244,3.379222883113359,-1.6068845413279056,3.4111801390567233,-0.9877086908681432,
3.4148037653184415,-1.298213646139621,3.4018103024620507,-1.607941219860463,3.4277972281748323,-0.988486072418779,
3.4317979990605343,-1.2988554119279063,3.4213951487648413,-1.6086808155114818,3.4422008493562273,-0.9890300083443309,
3.446367943144725,-1.299292323116581,3.4381873657170683,-1.609184365855581,3.4545485205723816,-0.9894002803775811,
3.458698712652506,-1.299580386244028,3.452399321380732,-1.6095163758767344,3.46499810392428,-0.9896443966113216,
3.468976355422256,-1.2997632709578248,3.4642449759994687,-1.6097271624819145,3.4737077348450436,-0.9897993794337352,
3.4773875261229263,-1.2998742484720833,3.473939289430776,-1.60985506991708,3.480835762815077,-0.9898934270270867,
3.4841192581437466,-1.2999379819566583,3.481697814005703,-1.6099285247289925,3.4865407022817902,-0.9899474391843242,
3.4893588100744597,-1.2999721564701212,3.487736427199686,-1.6099679110762248,3.4909811929492336,-0.9899764018640176,
3.493293566516451,-1.2999889413497157,3.4922711653069394,-1.6099872553705612,3.4943159677259628,-0.9899906273288701,
3.4961109776134323,-1.2999962813820498,3.4955181278347203,-1.6099957144930475,3.4967038273921442,-0.9899968482710522,
3.49799852447077,-1.2999990151073135,3.497693428358543,-1.6099988649723778,3.498303620582997,-0.9899991652422494,
3.4991437010878714,-1.299999819726623,3.499013173991858,-1.6099997922470688,3.499274228183885,-0.9899998472061771,
3.4997340060130564,-1.299999982605155,3.4996934606406858,-1.6099999799536593,3.499774551385427,-0.9899999852566504,
3.4999569390001697,-1.2999999995441267,3.4999503752600924,-1.6099999994746386,3.499963502740247,-0.9899999996136148,
3.5000000000000004,-1.2999999999999992,3.500000000000001,-1.6099999999999992,3.5,-0.9899999999999991,
3.5000000000000004,-1.2999999999999992,3.500000000000001,-1.6099999999999992,3.5,-0.9899999999999991,


